level_0,level_1,level_2,md_onset_d,mn_onset_d,noncrop_ha,on_d_ha001,on_d_ha002,on_d_ha003,on_d_ha004,on_d_ha005,on_d_ha006,on_d_ha007,on_d_ha008,on_d_ha009,on_d_ha010,on_d_ha011,on_d_ha012,on_d_ha013,on_d_ha014,on_d_ha015,on_d_ha016,on_d_ha017,on_d_ha018,on_d_ha019,on_d_ha020,on_d_ha021,on_d_ha022,on_d_ha023,on_d_ha024,on_d_ha025,on_d_ha026,on_d_ha027,on_d_ha028,on_d_ha029,on_d_ha030,on_d_ha031,on_d_ha032,on_d_ha033,on_d_ha034,on_d_ha035,on_d_ha036,on_d_ha037,on_d_ha038,on_d_ha039,on_d_ha040,on_d_ha041,on_d_ha042,on_d_ha043,on_d_ha044,on_d_ha045,on_d_ha046,on_d_ha047,on_d_ha048,on_d_ha049,on_d_ha050,on_d_ha051,on_d_ha052,on_d_ha053,on_d_ha054,on_d_ha055,on_d_ha056,on_d_ha057,on_d_ha058,on_d_ha059,on_d_ha060,on_d_ha061,on_d_ha062,on_d_ha063,on_d_ha064,on_d_ha065,on_d_ha066,on_d_ha067,on_d_ha068,on_d_ha069,on_d_ha070,on_d_ha071,on_d_ha072,on_d_ha073,on_d_ha074,on_d_ha075,on_d_ha076,on_d_ha077,on_d_ha078,on_d_ha079,on_d_ha080,on_d_ha081,on_d_ha082,on_d_ha083,on_d_ha084,on_d_ha085,on_d_ha086,on_d_ha087,on_d_ha088,on_d_ha089,on_d_ha090,on_d_ha091,on_d_ha092,on_d_ha093,on_d_ha094,on_d_ha095,on_d_ha096,on_d_ha097,on_d_ha098,on_d_ha099,on_d_ha100,on_d_ha101,on_d_ha102,on_d_ha103,on_d_ha104,on_d_ha105,on_d_ha106,on_d_ha107,on_d_ha108,on_d_ha109,on_d_ha110,on_d_ha111,on_d_ha112,on_d_ha113,on_d_ha114,on_d_ha115,on_d_ha116,on_d_ha117,on_d_ha118,on_d_ha119,on_d_ha120,on_d_ha121,on_d_ha122,on_d_ha123,on_d_ha124,on_d_ha125,on_d_ha126,on_d_ha127,on_d_ha128,on_d_ha129,on_d_ha130,on_d_ha131,on_d_ha132,on_d_ha133,on_d_ha134,on_d_ha135,on_d_ha136,on_d_ha137,on_d_ha138,on_d_ha139,on_d_ha140,on_d_ha141,on_d_ha142,on_d_ha143,on_d_ha144,on_d_ha145,on_d_ha146,on_d_ha147,on_d_ha148,on_d_ha149,on_d_ha150,on_d_ha151,on_d_ha152,on_d_ha153,on_d_ha154,on_d_ha155,on_d_ha156,on_d_ha157,on_d_ha158,on_d_ha159,on_d_ha160,on_d_ha161,on_d_ha162,on_d_ha163,on_d_ha164,on_d_ha165,on_d_ha166,on_d_ha167,on_d_ha168,on_d_ha169,on_d_ha170,on_d_ha171,on_d_ha172,on_d_ha173,on_d_ha174,on_d_ha175,on_d_ha176,on_d_ha177,on_d_ha178,on_d_ha179,on_d_ha180,on_d_ha181,on_d_ha182,on_d_ha183,on_d_ha184,on_d_ha185,on_d_ha186,on_d_ha187,on_d_ha188,on_d_ha189,on_d_ha190,on_d_ha191,on_d_ha192,on_d_ha193,on_d_ha194,on_d_ha195,on_d_ha196,on_d_ha197,on_d_ha198,on_d_ha199,on_d_ha200,on_d_ha201,on_d_ha202,on_d_ha203,on_d_ha204,on_d_ha205,on_d_ha206,on_d_ha207,on_d_ha208,on_d_ha209,on_d_ha210,on_d_ha211,on_d_ha212,on_d_ha213,on_d_ha214,on_d_ha215,on_d_ha216,on_d_ha217,on_d_ha218,on_d_ha219,on_d_ha220,on_d_ha221,on_d_ha222,on_d_ha223,on_d_ha224,on_d_ha225,on_d_ha226,on_d_ha227,on_d_ha228,on_d_ha229,on_d_ha230,on_d_ha231,on_d_ha232,on_d_ha233,on_d_ha234,on_d_ha235,on_d_ha236,on_d_ha237,on_d_ha238,on_d_ha239,on_d_ha240,on_d_ha241,on_d_ha242,on_d_ha243,on_d_ha244,on_d_ha245,on_d_ha246,on_d_ha247,on_d_ha248,on_d_ha249,on_d_ha250,on_d_ha251,on_d_ha252,on_d_ha253,on_d_ha254,on_d_ha255,on_d_ha256,on_d_ha257,on_d_ha258,on_d_ha259,on_d_ha260,on_d_ha261,on_d_ha262,on_d_ha263,on_d_ha264,on_d_ha265,on_d_ha266,on_d_ha267,on_d_ha268,on_d_ha269,on_d_ha270,on_d_ha271,on_d_ha272,on_d_ha273,on_d_ha274,on_d_ha275,on_d_ha276,on_d_ha277,on_d_ha278,on_d_ha279,on_d_ha280,on_d_ha281,on_d_ha282,on_d_ha283,on_d_ha284,on_d_ha285,on_d_ha286,on_d_ha287,on_d_ha288,on_d_ha289,on_d_ha290,on_d_ha291,on_d_ha292,on_d_ha293,on_d_ha294,on_d_ha295,on_d_ha296,on_d_ha297,on_d_ha298,on_d_ha299,on_d_ha300,on_d_ha301,on_d_ha302,on_d_ha303,on_d_ha304,on_d_ha305,on_d_ha306,on_d_ha307,on_d_ha308,on_d_ha309,on_d_ha310,on_d_ha311,on_d_ha312,on_d_ha313,on_d_ha314,on_d_ha315,on_d_ha316,on_d_ha317,on_d_ha318,on_d_ha319,on_d_ha320,on_d_ha321,on_d_ha322,on_d_ha323,on_d_ha324,on_d_ha325,on_d_ha326,on_d_ha327,on_d_ha328,on_d_ha329,on_d_ha330,on_d_ha331,on_d_ha332,on_d_ha333,on_d_ha334,on_d_ha335,on_d_ha336,on_d_ha337,on_d_ha338,on_d_ha339,on_d_ha340,on_d_ha341,on_d_ha342,on_d_ha343,on_d_ha344,on_d_ha345,on_d_ha346,on_d_ha347,on_d_ha348,on_d_ha349,on_d_ha350,on_d_ha351,on_d_ha352,on_d_ha353,on_d_ha354,on_d_ha355,on_d_ha356,on_d_ha357,on_d_ha358,on_d_ha359,on_d_ha360,on_d_ha361,on_d_ha362,on_d_ha363,on_d_ha364,on_d_ha365,on_d_ha366,onset_ha,peren_ha,sd_onset_d,data_year,gen_date,crp_season
Kenya,Iburasirazuba,Rwamagana,81.0,76.82125050383709,40004.11,16.69,9.3,9.79,9.56,9.85,10.38,10.8,10.88,12.14,12.77,13.27,13.77,14.37,15.07,15.6,15.76,17.57,18.37,18.88,19.51,22.33,22.73,24.87,26.67,28.56,31.37,32.02,35.06,38.03,42.74,47.54,68.16,55.36,48.95,52.21,55.98,65.08,60.71,59.01,61.76,63.86,68.42,70.35,73.34,78.92,83.35,90.15,96.55,100.95,104.9,108.9,113.73,117.22,123.33,130.42,138.08,148.23,154.23,150.23,140.49,133.77,117.88,122.7,89.15,85.36,78.0,79.07,85.67,88.34,92.53,98.34,107.0,106.57,106.84,104.85,106.17,174.54,114.81,143.4,139.12,110.65,108.74,143.68,182.54,114.23,45.43,43.03,3015.78,34.33,31.02,27.6,24.95,31.2,18.84,19.26,21.4,18.59,18.57,18.75,19.7,21.93,22.97,24.6,23.07,22.63,22.07,21.54,25.59,22.11,23.18,22.44,26.6,30.43,33.61,39.0,45.31,54.94,67.28,49.88,38.27,32.76,33.66,30.19,31.31,34.0,30.84,32.07,33.37,32.2,37.78,36.35,39.62,45.94,43.87,47.03,58.43,100.42,87.72,66.64,46.17,37.65,56.34,65.0,24.97,13.79,7.66,28.78,14.82,1.92,1.68,1.22,2.44,2.05,0.41,0.51,0.77,0.51,0.34,0.52,0.31,0.31,0.34,0.28,0.25,0.28,0.2,0.28,0.24,0.2,0.21,0.11,0.21,0.2,0.28,0.22,0.14,0.12,0.12,0.15,0.16,0.29,0.19,0.18,0.09,0.11,0.11,0.08,0.17,0.08,0.09,0.1,0.06,0.07,0.11,0.09,0.05,0.08,0.08,0.02,0.03,0.02,0.02,0.04,0.03,0.06,0.01,0.04,0.02,0.04,0.03,0.04,0.07,0.01,0.02,0.04,0.02,0.01,0.01,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10709.83,14844.27,29.478126639002966,2020.0,2020-10-05,Long rains
Kenya,Iburengerazuba,Rutsiro,76.0,75.56104516449005,81546.42,62.01,32.5,32.2,34.52,34.91,34.78,36.25,36.97,37.24,39.28,41.41,41.91,42.37,45.42,47.42,50.02,52.97,56.62,60.57,67.36,73.33,80.28,89.71,98.21,110.63,131.42,163.77,137.05,118.72,111.35,120.7,175.9,128.24,146.09,152.14,121.67,147.8,128.3,118.9,151.62,192.54,154.01,121.41,110.48,121.53,127.56,122.4,111.73,101.86,95.06,87.02,82.66,72.67,69.76,68.86,70.75,85.21,146.95,361.3,180.89,82.7,92.91,93.57,96.18,104.94,105.78,114.89,136.83,151.57,171.02,207.99,216.04,209.62,236.44,206.57,199.56,621.98,739.61,932.1,425.77,176.47,138.44,139.4,114.1,95.97,69.92,66.34,2044.13,107.61,59.48,67.41,65.5,65.19,50.95,48.32,32.43,30.18,18.62,17.68,18.29,16.74,17.28,19.15,19.09,19.32,18.71,19.59,20.93,20.8,20.04,19.97,21.18,23.01,21.85,22.78,21.96,23.59,23.41,21.41,21.8,21.17,21.9,22.55,23.18,25.11,26.35,27.94,31.84,34.75,40.06,42.96,48.33,49.73,56.35,63.0,81.52,107.28,99.52,101.38,103.65,114.41,243.81,387.11,195.44,195.34,109.72,114.87,141.95,107.34,71.89,70.07,35.37,29.73,15.52,13.41,10.83,10.68,9.03,5.82,5.17,4.18,4.26,3.53,2.4,1.88,1.32,1.39,1.38,1.11,0.96,0.7,0.92,0.88,0.57,0.48,0.47,0.52,0.52,0.42,0.32,0.4,0.31,0.45,0.31,0.38,0.38,0.3,0.92,0.43,0.43,0.3,0.41,0.38,0.5,0.46,0.56,0.5,0.51,0.62,0.46,1.1,0.85,1.03,0.34,0.27,0.23,0.29,1.2,0.61,0.51,0.3,0.26,0.15,0.1,0.09,0.09,0.12,0.08,0.07,0.13,0.13,0.11,0.11,0.08,0.08,0.04,0.07,0.04,0.01,0.01,0.01,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15686.18,12479.32,37.29952008080985,2020.0,2020-10-05,Long rains
Kenya,Amajyepfo,Gisagara,81.0,76.02955487046023,27996.21,25.78,14.87,17.18,18.47,17.89,17.36,18.32,20.64,21.53,22.97,24.95,25.19,25.05,24.61,24.97,25.98,27.83,28.8,29.63,30.53,32.81,35.65,38.34,41.49,47.89,52.36,60.83,80.47,124.38,172.76,137.13,116.64,108.3,85.09,81.59,71.69,98.47,89.15,77.37,80.75,83.77,89.21,92.41,91.56,97.17,105.14,109.53,120.75,123.87,131.72,136.32,141.99,161.59,163.39,168.95,178.22,196.57,218.4,213.66,202.23,181.26,176.76,189.59,154.44,145.68,141.66,148.32,169.21,162.68,172.89,190.17,213.6,242.21,249.06,238.97,218.37,290.13,223.13,723.97,312.82,231.32,316.9,398.26,463.58,213.24,104.9,107.09,5188.84,114.11,125.63,116.22,97.46,130.13,77.97,74.37,73.82,78.82,69.24,60.37,57.48,56.01,53.31,54.72,53.2,52.5,51.74,53.29,59.53,61.62,64.54,56.48,48.77,42.98,34.69,28.51,23.92,23.92,22.95,19.25,18.58,17.63,17.37,18.1,17.22,16.98,17.34,19.69,19.61,20.32,21.27,23.67,26.11,32.74,42.18,54.6,60.25,71.03,98.12,120.2,115.75,75.04,109.06,67.54,30.26,18.99,10.04,30.6,14.85,2.99,2.97,2.73,3.12,2.57,2.27,2.38,2.49,2.24,2.45,2.23,1.89,1.73,1.87,1.94,1.75,1.58,1.36,1.59,1.69,1.51,1.45,1.43,1.33,1.49,1.28,1.28,1.15,1.22,1.32,1.27,1.29,1.34,1.33,1.4,1.59,1.64,1.8,1.59,1.44,1.86,1.99,2.24,2.06,2.11,2.25,2.15,1.8,2.15,1.98,1.09,0.55,0.53,0.36,0.5,0.34,0.29,0.28,0.23,0.38,0.26,0.25,0.24,0.23,0.21,0.19,0.15,0.17,0.18,0.26,0.27,0.11,0.15,0.1,0.13,0.08,0.04,0.09,0.08,0.07,0.07,0.04,0.06,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18412.76,16209.2,27.32374731127666,2020.0,2020-10-05,Long rains
Kenya,Iburasirazuba,Nyagatare,62.0,61.421336486250134,81353.92,282.31,145.85,153.01,157.83,161.36,164.41,170.88,175.54,178.14,184.22,188.92,192.34,197.26,201.79,206.14,210.68,214.56,213.63,221.36,225.39,228.57,237.11,243.18,252.15,258.35,266.17,270.5,287.55,297.92,311.41,324.75,343.59,363.57,384.83,405.7,429.13,452.86,472.03,496.15,507.08,512.22,511.4,523.17,508.85,518.66,528.73,550.9,574.0,578.83,603.61,620.39,649.63,679.76,700.2,717.78,740.88,756.09,782.57,758.47,707.4,632.24,596.99,585.14,543.22,539.22,541.45,585.39,678.89,722.02,837.12,964.64,1159.77,1042.39,855.46,799.67,756.91,781.49,686.96,649.87,541.91,472.36,432.65,426.62,365.51,263.95,191.28,158.29,5366.2,120.79,109.3,104.88,105.92,119.58,90.54,91.39,98.7,94.31,95.16,92.21,93.79,92.01,87.4,87.15,76.73,66.21,60.01,59.16,60.35,53.28,51.47,50.09,51.24,51.57,53.03,56.07,56.62,64.81,71.4,61.83,52.89,45.19,54.15,54.86,55.06,65.51,82.22,105.41,101.13,88.18,82.34,84.31,115.67,117.49,90.65,73.33,76.58,129.95,121.69,81.11,57.3,46.71,67.85,69.08,20.53,12.27,6.29,16.67,8.64,1.26,1.54,0.77,1.21,0.77,0.31,0.26,0.14,0.23,0.35,0.13,0.08,0.1,0.14,0.07,0.16,0.11,0.13,0.18,0.17,0.23,0.16,0.12,0.13,0.16,0.1,0.07,0.1,0.15,0.07,0.05,0.02,0.01,0.05,0.04,0.04,0.03,0.02,0.0,0.03,0.0,0.01,0.03,0.0,0.01,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.02,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.03,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42975.76,44817.38,27.88303885525964,2020.0,2020-10-05,Long rains
Kenya,Iburengerazuba,Karongi,76.0,72.5997026741988,43379.45,57.91,30.77,32.01,34.69,34.38,34.69,36.86,38.02,39.29,41.71,43.52,45.18,47.16,49.76,52.21,54.27,57.38,59.09,63.48,65.3,69.31,71.64,73.87,75.6,77.78,84.45,88.62,97.51,106.29,129.03,142.25,209.66,204.46,219.96,154.5,133.84,160.58,169.52,196.44,376.24,152.67,122.68,116.21,105.58,113.19,134.78,373.15,322.12,139.05,111.29,96.09,94.26,103.33,91.8,132.86,164.72,100.96,102.87,98.32,104.68,111.48,122.28,136.5,144.81,157.41,173.75,194.57,216.36,234.65,263.46,286.55,322.28,381.0,416.99,393.54,372.3,706.79,497.52,396.9,341.79,247.59,237.66,313.48,312.84,238.72,122.11,111.22,4494.53,111.88,109.13,107.01,85.97,95.13,69.36,62.45,55.91,50.75,52.69,52.92,52.91,48.86,47.85,51.17,47.39,45.92,42.01,39.86,41.75,36.13,35.25,32.4,32.01,33.86,31.22,30.75,28.27,32.36,33.9,25.87,23.34,20.64,22.87,22.21,21.0,20.14,19.94,21.84,22.44,24.07,26.95,30.15,34.98,41.53,52.62,62.81,79.91,158.6,108.45,97.16,86.54,73.9,167.35,119.19,94.3,70.59,45.19,60.96,47.3,27.1,18.96,12.33,16.39,15.05,4.35,3.57,2.89,3.78,3.1,1.63,1.42,0.99,1.75,1.42,0.47,0.37,0.21,0.27,0.3,0.24,0.21,0.22,0.16,0.19,0.17,0.18,0.13,0.15,0.12,0.16,0.18,0.14,0.13,0.1,0.13,0.15,0.24,0.17,0.09,0.19,0.25,0.19,0.23,0.31,0.2,0.36,0.41,0.39,0.31,0.23,0.17,0.17,0.16,6.74,0.43,0.44,0.58,0.47,0.16,0.08,0.09,0.07,0.08,0.06,0.04,0.04,0.06,0.11,0.09,0.1,0.08,0.02,0.03,0.08,0.04,0.02,0.04,0.03,0.01,0.02,0.0,0.02,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19973.76,29803.05,30.61254713734333,2020.0,2020-10-05,Long rains
